zaman,Tuketim Miktari(MWh),Toplam,Gunes,Ruzgar,Dogal Gaz,Linyit,Jeotermal,Barajli,Akarsu,Biyokutle,Temiz_Enerji,Fosil_Enerji,Yesil_Oran,Karbon_gCO2_kWh
2025-11-01 00:00:00,34576.55,34560.45,1.12,290.46,12475.93,4222.37,1317.86,3406.95,1229.83,971.94,291.58,16698.3,0.8436811441980645,265.73916138244726
2025-11-01 01:00:00,32837.73,32822.7,1.13,301.43,11824.57,4184.72,1326.43,2473.0,1082.51,976.53,302.56,16009.29,0.9218010706005296,268.262802877277
2025-11-01 02:00:00,31664.11,31646.58,1.12,365.98,11457.96,4176.44,1336.05,1724.61,1041.56,982.95,367.1,15634.399999999998,1.1599989635530918,271.71719661334646
2025-11-01 03:00:00,30689.23,30671.22,1.12,402.34,10905.21,4107.44,1338.34,1371.83,937.19,983.24,403.46,15012.649999999998,1.3154351212635167,269.20864249938535
2025-11-01 04:00:00,30329.71,30311.15,1.12,449.92,10610.9,4053.49,1339.95,1418.28,838.24,996.58,451.04,14664.39,1.4880332814822268,266.0873803864254
2025-11-01 05:00:00,30610.35,30574.47,1.34,542.44,10563.12,4035.7,1341.21,1664.26,835.74,993.2,543.7800000000001,14598.82,1.7785426861037987,262.6161957999599
2025-11-01 06:00:00,31117.65,30980.14,14.49,624.93,10683.68,4062.97,1340.62,1876.35,895.4,994.6,639.42,14746.65,2.063967432038719,261.80183498202393
2025-11-01 07:00:00,31694.54,30621.98,312.02,630.79,9946.56,4082.3,1337.91,1802.82,994.35,979.09,942.81,14028.86,3.0788668792808305,251.9717209664431
2025-11-01 08:00:00,34753.53,30590.28,1170.97,617.26,9226.45,4119.64,1328.42,1347.69,1164.4,986.74,1788.23,13346.09,5.845745772840262,239.9569242256037
2025-11-01 09:00:00,37008.1,29059.25,1995.34,574.69,7337.09,4120.59,1309.09,1106.61,1006.69,979.43,2570.0299999999997,11457.68,8.84410299646412,216.8577647392827
2025-11-01 10:00:00,38149.35,27317.44,2272.7,468.91,5371.4,4168.56,1277.67,1160.27,913.86,988.28,2741.6099999999997,9539.96,10.03611612215493,192.07429393091004
2025-11-01 11:00:00,38718.38,26346.36,2686.17,386.79,4197.92,4182.65,1249.03,1012.4,790.96,980.59,3072.96,8380.57,11.663698514709433,174.95067629835773
2025-11-01 12:00:00,37635.16,24919.25,2846.93,414.02,3970.75,4129.46,1226.13,901.22,649.71,979.36,3260.95,8100.21,13.086067999638834,178.78208613822648
2025-11-01 13:00:00,37926.65,25698.83,2834.31,477.01,4102.91,4217.56,1203.87,996.78,678.92,989.65,3311.3199999999997,8320.470000000001,12.885100216624645,178.07263988282736
2025-11-01 14:00:00,38125.26,27966.99,2641.4,651.47,4968.92,4269.96,1186.52,1578.9,769.2,964.42,3292.87,9238.880000000001,11.774130859273736,181.69220212829484
2025-11-01 15:00:00,37936.56,30863.51,2162.29,757.13,7087.39,4280.67,1173.06,2279.37,940.87,976.41,2919.42,11368.060000000001,9.459131511613554,202.58334194652525
2025-11-01 16:00:00,38080.05,34853.11,999.12,952.2,10490.03,4294.23,1179.58,4189.12,1190.16,970.97,1951.3200000000002,14784.26,5.598696931206426,233.30322602487985
2025-11-01 17:00:00,39535.71,38990.53,104.58,1294.83,11449.68,4300.46,1202.28,7777.48,1421.15,972.9,1399.4099999999999,15750.14,3.5891022768862078,222.17130672499192
2025-11-01 18:00:00,41402.59,41344.83,2.88,1729.9,11511.05,4293.12,1224.14,9706.01,1521.09,974.28,1732.7800000000002,15804.169999999998,4.191043958821454,210.23894644142928
2025-11-01 19:00:00,40581.77,40545.85,1.25,1757.44,11081.75,4331.38,1247.14,9018.58,1597.09,992.43,1758.69,15413.130000000001,4.337533927639944,209.07741482790473
2025-11-01 20:00:00,39508.78,39480.95,1.25,1801.67,11238.39,4337.33,1249.13,7717.88,1586.02,1003.81,1802.92,15575.72,4.566556782448244,216.98175955745748
2025-11-01 21:00:00,38174.9,38142.71,1.23,1736.98,11253.85,4335.29,1276.25,6511.11,1514.18,1008.22,1738.21,15589.14,4.557122448824429,224.78809187915596
2025-11-01 22:00:00,36641.1,36605.62,1.23,1694.83,11043.32,4216.59,1289.93,5417.02,1355.26,1019.66,1696.06,15259.91,4.633332258817088,229.28038099067848
2025-11-01 23:00:00,34848.2,34813.25,1.27,1672.51,10182.68,4227.69,1296.85,4655.89,1183.13,989.39,1673.78,14410.369999999999,4.807882056400939,227.66341838236877
2025-11-02,32734.39,32702.58,1.26,1963.23,8925.25,4345.29,1309.74,3546.07,1005.91,1013.67,1964.49,13270.54,6.0071407210073335,223.18719195855496
2025-11-02 01:00:00,31287.47,31260.6,1.19,2005.64,8553.85,4328.17,1314.44,2546.42,880.77,997.65,2006.8300000000002,12882.02,6.419678445071432,226.64667344836633
2025-11-02 02:00:00,29956.09,29927.78,1.19,1917.48,8049.11,4325.45,1317.58,1794.24,937.69,1009.79,1918.67,12374.56,6.411000080861327,227.41439558831294
2025-11-02 03:00:00,29156.65,29128.15,1.13,1922.57,7697.07,4368.43,1320.86,1463.3,831.78,1011.05,1923.7,12065.5,6.604264259831126,227.82171198651477
2025-11-02 04:00:00,28814.42,28781.55,1.07,1956.08,7622.96,4206.96,1321.92,1406.13,738.37,1009.31,1957.1499999999999,11829.92,6.800015982460986,226.06343299787537
2025-11-02 05:00:00,28843.76,28794.16,1.7,1957.84,7702.31,4159.52,1324.13,1374.77,795.29,1003.18,1959.54,11861.830000000002,6.805338304711789,226.57394763382578
2025-11-02 06:00:00,29103.9,28952.7,17.87,1964.88,7392.49,4197.66,1330.7,1459.28,1112.12,1016.59,1982.75,11590.15,6.848238678948768,220.17229826579214
2025-11-02 07:00:00,28448.51,27246.56,315.57,1977.52,5673.27,4268.13,1333.91,1276.25,1052.26,1004.04,2293.09,9941.400000000001,8.416071606837708,200.67744331761514
2025-11-02 08:00:00,29058.66,24635.11,1531.62,1885.08,3337.99,4149.09,1326.52,1588.2,813.93,1017.39,3416.7,7487.08,13.869229729438997,167.15549473901274
2025-11-02 09:00:00,30347.2,22070.22,2381.25,1709.96,2729.15,3887.32,1305.98,1735.56,692.4,1001.0,4091.21,6616.47,18.537241586173586,164.88546557306634
2025-11-02 10:00:00,31956.17,20890.53,2581.43,1425.29,2501.12,3720.58,1277.8,1900.59,565.56,999.7,4006.72,6221.7,19.17959956018349,163.80316822981516
2025-11-02 11:00:00,32867.98,20387.45,2494.39,1345.16,2594.09,3705.03,1251.86,1572.22,465.77,994.1,3839.55,6299.120000000001,18.832909461457906,169.93375826795406
2025-11-02 12:00:00,32641.47,19712.06,2443.23,1348.75,2481.44,3700.15,1227.65,1162.1,426.78,1007.88,3791.98,6181.59,19.23685297224136,172.47687456308472
2025-11-02 13:00:00,33342.14,21114.48,2499.85,1198.32,2524.27,3591.64,1212.2,1340.02,594.69,1011.69,3698.17,6115.91,17.514852366717058,159.31012745755518
2025-11-02 14:00:00,33205.89,23011.42,2461.45,1125.32,2944.96,3573.36,1195.55,2202.41,744.2,1011.26,3586.7699999999995,6518.32,15.586912932795977,155.79551370580347
2025-11-02 15:00:00,33593.29,26577.72,1869.77,1198.39,4340.07,3758.43,1183.75,2838.36,839.74,1022.65,3068.16,8098.5,11.544105363439753,167.59056081560044
2025-11-02 16:00:00,34069.31,30818.98,918.74,1278.68,7940.82,3946.14,1187.44,3357.8,940.78,1022.7,2197.42,11886.96,7.13008671928792,212.1364172337955
2025-11-02 17:00:00,35842.92,35277.38,98.97,1454.09,10467.89,3982.85,1211.82,5491.24,1157.72,1032.67,1553.06,14450.74,4.402424443085059,225.29754193763824
2025-11-02 18:00:00,38025.01,37963.41,1.36,1638.09,10891.97,4095.33,1231.26,7347.45,1220.88,1037.25,1639.4499999999998,14987.3,4.318500366537147,217.1305212044966
